country,country_code,state_abbr,state,company_name,address,street_name
United States,US,WV,West Virginia,"Enphase Energy, Inc.",921 Declaration Center,Meadow Vale
United States,US,TX,Texas,"Methode Electronics, Inc.",96 Sullivan Plaza,Bashford
United States,US,CA,California,"Voya Financial, Inc.",31054 Riverside Pass,Farwell
United States,US,PA,Pennsylvania,"Biomerica, Inc.",6 Nevada Street,Crownhardt
United States,US,VA,Virginia,PowerShares KBW Bank Portfolio,0158 Browning Plaza,Golf Course
United States,US,TX,Texas,Capital City Bank Group,78 Delaware Parkway,Messerschmidt
United States,US,WI,Wisconsin,Lehman ABS Corporation,02 Victoria Avenue,Coleman
United States,US,FL,Florida,Syngenta AG,7535 Stuart Drive,Golf Course
United States,US,TX,Texas,Vista Outdoor Inc.,34111 Weeping Birch Circle,Toban
United States,US,CA,California,International Business Machines Corporation,584 Jay Court,Center
United States,US,SC,South Carolina,"Avid Technology, Inc.",3467 Lotheville Parkway,Farwell
United States,US,MD,Maryland,Global X SuperDividend REIT ETF,510 Miller Trail,Green Ridge
United States,US,TX,Texas,Vornado Realty Trust,3 Dunning Avenue,Esker
United States,US,NY,New York,ATA Inc.,981 Lake View Circle,Green
United States,US,CA,California,"The First Bancshares, Inc.",53 Petterle Alley,Knutson
United States,US,TX,Texas,Lannett Co Inc,2908 Heffernan Alley,Clyde Gallagher
United States,US,TN,Tennessee,"HFF, Inc.",483 Walton Junction,Spenser
United States,US,OK,Oklahoma,BlackRock Municipal Income Trust,04015 Rigney Point,Crest Line
United States,US,CA,California,XOMA Corporation,23 Boyd Court,Acker
United States,US,FL,Florida,"Theravance Biopharma, Inc.",92 Goodland Road,Cottonwood
United States,US,IL,Illinois,"Moleculin Biotech, Inc.",5 Grayhawk Street,3rd
United States,US,FL,Florida,"Exactech, Inc.",071 Anniversary Crossing,Ridgeway
United States,US,KS,Kansas,Synchrony Financial,3 Anthes Plaza,Pond
United States,US,FL,Florida,Barington/Hilco Acquisition Corp.,94490 Corscot Way,Lawn
United States,US,WV,West Virginia,"Allied World Assurance Company Holdings, AG",3171 Maryland Place,Eastlawn
United States,US,LA,Louisiana,Core Laboratories N.V.,1010 Waywood Drive,Maple
United States,US,TX,Texas,Sonic Corp.,7 Golden Leaf Terrace,Calypso
United States,US,TN,Tennessee,Qwest Corporation,95 Ludington Avenue,Anderson
United States,US,TX,Texas,"Threshold Pharmaceuticals, Inc.",543 Northport Parkway,Westend
United States,US,NY,New York,"ConAgra Brands, Inc.",01 Rutledge Circle,Fisk
United States,US,GA,Georgia,"Planet Payment, Inc.",432 Carioca Place,Northfield
United States,US,CT,Connecticut,CNB Financial Corporation,01115 Schiller Court,Shelley
United States,US,TX,Texas,Seaspan Corporation,752 Valley Edge Pass,Park Meadow
United States,US,NY,New York,"AeroVironment, Inc.",84013 Drewry Park,Pond
United States,US,WI,Wisconsin,"Flagstar Bancorp, Inc.",9 Johnson Drive,Badeau
United States,US,FL,Florida,"Cedar Fair, L.P.",6 Troy Lane,Transport
United States,US,WI,Wisconsin,Baker Hughes Incorporated,006 Division Terrace,Kedzie
United States,US,AZ,Arizona,U.S. Bancorp,03 Garrison Street,4th
United States,US,TX,Texas,"RadNet, Inc.",04 Manitowish Plaza,Dixon
United States,US,CO,Colorado,Atlanticus Holdings Corporation,7127 Dixon Point,Hovde
United States,US,OH,Ohio,"Aerohive Networks, Inc.",204 Dakota Drive,Russell
United States,US,TN,Tennessee,"Staffing 360 Solutions, Inc.",36260 Artisan Lane,Moland
United States,US,FL,Florida,"Churchill Downs, Incorporated",7503 Karstens Alley,Blackbird
United States,US,MI,Michigan,"Tortoise Pipeline & Energy Fund, Inc.",3 Eastlawn Plaza,5th
United States,US,MA,Massachusetts,Public Storage,07 Barby Pass,American
United States,US,CA,California,Modern Media Acquisition Corp.,9155 Eagan Junction,Michigan
United States,US,NM,New Mexico,Voya International High Dividend Equity Income Fund,63919 Mcbride Drive,Luster
United States,US,DC,District of Columbia,"Williams-Sonoma, Inc.",58983 Mosinee Avenue,Twin Pines
United States,US,CA,California,Telecom Italia S.P.A.,4843 Fordem Avenue,Prentice
United States,US,GA,Georgia,"Manning & Napier, Inc.",54448 Sullivan Plaza,Debra
United States,US,FL,Florida,"Alexion Pharmaceuticals, Inc.",7 Pepper Wood Alley,Golf View
United States,US,OH,Ohio,Liberty Media Corporation,533 Huxley Road,Erie
United States,US,NV,Nevada,"Barnes & Noble, Inc.",81019 Schiller Avenue,Holy Cross
United States,US,NY,New York,NCR Corporation,62 Starling Point,Bashford
United States,US,TX,Texas,BB&T Corporation,717 Warner Drive,Graedel
United States,US,AL,Alabama,Camden Property Trust,9292 Arapahoe Street,Ramsey
United States,US,IA,Iowa,Bed Bath & Beyond Inc.,2036 6th Avenue,Gerald
United States,US,IN,Indiana,Pacific Premier Bancorp Inc,3360 Everett Crossing,Columbus
United States,US,AR,Arkansas,"Nordstrom, Inc.",56 Almo Way,Schurz
United States,US,TN,Tennessee,"Air Products and Chemicals, Inc.",0 Erie Place,Lukken
United States,US,UT,Utah,pSivida Corp.,12 Village Green Lane,Old Shore
United States,US,ID,Idaho,CardConnect Corp.,6 Acker Crossing,Fuller
United States,US,UT,Utah,Nuveen California Quality Municipal Income Fund,98 Surrey Center,Del Mar
United States,US,VA,Virginia,"MuleSoft, Inc.",243 Thierer Terrace,Delaware
United States,US,VA,Virginia,First Trust Emerging Markets AlphaDEX Fund,903 Bluejay Trail,Loftsgordon
United States,US,CA,California,Hillenbrand Inc,007 Dayton Trail,Texas
United States,US,CA,California,China Rapid Finance Limited,64718 Surrey Circle,Petterle
United States,US,CA,California,"Forrester Research, Inc.",62 Lakeland Alley,Gina
United States,US,GA,Georgia,Morgan Stanley,402 Hermina Road,Forest
United States,US,TX,Texas,Geopark Ltd,32780 Autumn Leaf Center,Ramsey
United States,US,FL,Florida,Stamps.com Inc.,33775 Basil Center,Independence
United States,US,WV,West Virginia,Symantec Corporation,1 Quincy Parkway,Caliangt
United States,US,NE,Nebraska,Mobileye N.V.,80 Sachs Crossing,Huxley
United States,US,DC,District of Columbia,Eaton Vance Municipal Income Trust,9 Sundown Trail,Mccormick
United States,US,OR,Oregon,"Advanced Semiconductor Engineering, Inc.",34371 Sugar Circle,High Crossing
United States,US,NE,Nebraska,Vistra Energy Corp.,280 Valley Edge Street,Fairview
United States,US,KS,Kansas,Service Corporation International,69195 Coolidge Center,Ludington
United States,US,NC,North Carolina,Banco Bilbao Viscaya Argentaria S.A.,842 Talisman Way,Brown
United States,US,NV,Nevada,Intra-Cellular Therapies Inc.,14252 Rusk Junction,Brickson Park
United States,US,PA,Pennsylvania,Nuveen California AMT-Free Quality Municipal Income Fund,64942 Carioca Street,Loomis
United States,US,AL,Alabama,MSG Networks Inc.,91 Green Lane,Dorton
United States,US,ID,Idaho,Callon Petroleum Company,4 Pawling Crossing,West
United States,US,SC,South Carolina,Philip Morris International Inc,67 School Road,Duke
United States,US,NC,North Carolina,"Smith & Nephew SNATS, Inc.",0 John Wall Street,Hudson
United States,US,SC,South Carolina,NBT Bancorp Inc.,2913 Ramsey Plaza,Warrior
United States,US,IN,Indiana,Protective Life Corporation,29 Moose Center,Namekagon
United States,US,PA,Pennsylvania,Nuveen Ohio Quality Municipal Income Fund,262 Golden Leaf Court,Kennedy
United States,US,LA,Louisiana,Cumberland Pharmaceuticals Inc.,9680 Victoria Street,Tennessee
United States,US,FL,Florida,"Hudson Global, Inc.",17662 Pine View Park,Morrow
United States,US,CA,California,"Gores Holdings II, Inc.",68936 Donald Pass,Anhalt
United States,US,VA,Virginia,"Pepsico, Inc.",8248 Emmet Trail,Sunnyside
United States,US,OK,Oklahoma,Destination Maternity Corporation,77 5th Alley,Scofield
United States,US,NY,New York,Giga-tronics Incorporated,8 Elka Lane,Brown
United States,US,CA,California,"ADTRAN, Inc.",48 Warbler Way,Southridge
United States,US,TX,Texas,Sears Holdings Corporation,1631 Melody Street,Kedzie
United States,US,NY,New York,Lehman ABS Corporation,885 Fallview Point,Bluestem
United States,US,NE,Nebraska,Sibanye Gold Limited,39385 Erie Trail,Forest Dale
United States,US,TX,Texas,"Moxian, Inc.",94 Thompson Road,Ryan
United States,US,AZ,Arizona,Diana Containerships Inc.,5 Starling Drive,Fuller
United States,US,IN,Indiana,Telecom Italia S.P.A.,20 Huxley Street,Del Sol
United States,US,AL,Alabama,Cerecor Inc.,85447 Merrick Way,Prentice
United States,US,MD,Maryland,"Forrester Research, Inc.",24 Shoshone Way,Carpenter
United States,US,NY,New York,DTE Energy Company,958 Moland Pass,Schlimgen
United States,US,NY,New York,"Cedar Fair, L.P.",4 Golf Pass,Sloan
United States,US,IN,Indiana,"Summit Hotel Properties, Inc.",826 Eliot Center,Weeping Birch
United States,US,CA,California,Proshares UltraPro Nasdaq Biotechnology,72 Lindbergh Place,Hoffman
United States,US,MI,Michigan,"Intersect ENT, Inc.",7 Meadow Valley Crossing,Lukken
United States,US,IA,Iowa,"GenVec, Inc.",448 Macpherson Crossing,Marquette
United States,US,IL,Illinois,"Builders FirstSource, Inc.",45106 Browning Hill,Ohio
United States,US,CO,Colorado,W.P. Carey Inc.,1 Eliot Court,Crownhardt
United States,US,NY,New York,TCP Capital Corp.,6521 Fairfield Court,Center
United States,US,CA,California,Occidental Petroleum Corporation,74449 Mcguire Trail,Aberg
United States,US,UT,Utah,"Ascent Capital Group, Inc.",3 Lakewood Place,Fairfield
United States,US,CA,California,"Viking Therapeutics, Inc.",401 Reinke Drive,Glendale
United States,US,AL,Alabama,"Keryx Biopharmaceuticals, Inc.",6 Ilene Alley,Algoma
United States,US,TX,Texas,Minerals Technologies Inc.,98 Carioca Center,Fremont
United States,US,TN,Tennessee,Armstrong World Industries Inc,44071 Rusk Pass,Ronald Regan
United States,US,IN,Indiana,iRobot Corporation,639 Waxwing Place,Lawn
United States,US,CA,California,BlackRock Multi-Sector Income Trust,656 Brentwood Court,Burrows
United States,US,WA,Washington,Nuveen Dow 30SM Dynamic Overwrite Fund,7670 Lindbergh Lane,Ludington
United States,US,TN,Tennessee,LCNB Corporation,58 Cardinal Court,Fallview
United States,US,MO,Missouri,World Acceptance Corporation,22 Granby Road,Mesta
United States,US,AZ,Arizona,Universal Electronics Inc.,2493 Waxwing Drive,Beilfuss
United States,US,MD,Maryland,China Cord Blood Corporation,18136 Caliangt Park,Kedzie
United States,US,TN,Tennessee,"NewStar Financial, Inc.",99643 Lindbergh Junction,Comanche
United States,US,NM,New Mexico,Allergan plc.,7228 Prairieview Road,Hazelcrest
United States,US,GA,Georgia,"Equus Total Return, Inc.",0237 Holmberg Plaza,Marquette
United States,US,CA,California,Honeywell International Inc.,09 Reindahl Hill,Kinsman
United States,US,MN,Minnesota,"Kona Grill, Inc.",670 Forest Run Plaza,Wayridge
United States,US,TX,Texas,Vornado Realty Trust,71 Summit Lane,Dottie
United States,US,UT,Utah,"Inspired Entertainment, Inc.",26221 Carioca Junction,Farmco
United States,US,CT,Connecticut,"Ocean Power Technologies, Inc.",06 Bartelt Parkway,School
United States,US,DC,District of Columbia,Perrigo Company,3377 Forest Dale Place,Bashford
United States,US,NY,New York,"CNO Financial Group, Inc.",64711 Florence Way,Hazelcrest
United States,US,MO,Missouri,Genetic Technologies Ltd,899 Karstens Pass,Goodland
United States,US,MD,Maryland,"Soligenix, Inc.",65285 Bellgrove Place,Novick
United States,US,MO,Missouri,Fastenal Company,967 South Hill,Lake View
United States,US,IN,Indiana,Ameren Corporation,25 Portage Plaza,Artisan
United States,US,TX,Texas,Equity Commonwealth,4 Emmet Center,Loomis
United States,US,AL,Alabama,"OneBeacon Insurance Group, Ltd.",829 Knutson Parkway,Sherman
United States,US,TX,Texas,Ivy NextShares,3191 School Hill,Sachtjen
United States,US,NY,New York,Visteon Corporation,5082 Loftsgordon Park,Wayridge
United States,US,TX,Texas,First Defiance Financial Corp.,4020 Summer Ridge Avenue,Eastlawn
United States,US,DC,District of Columbia,"Netflix, Inc.",04 Reindahl Court,Sommers
United States,US,MN,Minnesota,"PayPal Holdings, Inc.",4 Erie Park,Shasta
United States,US,VA,Virginia,VictoryShares Developed Enhanced Volatility Wtd ETF,22340 Fairfield Hill,Golf Course
United States,US,AL,Alabama,"Berry Global Group, Inc.",8939 Hagan Drive,Aberg
United States,US,TX,Texas,Compugen Ltd.,43 Valley Edge Avenue,Novick
United States,US,FL,Florida,Mobileye N.V.,737 Manley Hill,Oak Valley
United States,US,CT,Connecticut,"PrivateBancorp, Inc.",8 Crowley Alley,Summit
United States,US,TX,Texas,First Trust BICK Index Fund,98 Oxford Pass,Carey
United States,US,KS,Kansas,James Hardie Industries plc.,948 Barnett Junction,Lake View
United States,US,KS,Kansas,Eaton Vance Corporation,527 Briar Crest Road,Steensland
United States,US,TX,Texas,ACADIA Pharmaceuticals Inc.,20 Service Trail,Dottie
United States,US,OH,Ohio,GATX Corporation,4 Roth Plaza,Scott
United States,US,TX,Texas,Manulife Financial Corp,484 Hauk Parkway,Westridge
United States,US,DE,Delaware,DarioHealth Corp.,5620 Morrow Road,Hermina
United States,US,FL,Florida,"Discovery Communications, Inc.",630 Packers Alley,Milwaukee
United States,US,MN,Minnesota,"LogMein, Inc.",9026 Mandrake Street,Oxford
United States,US,WV,West Virginia,International Paper Company,700 Linden Parkway,Hoepker
United States,US,AZ,Arizona,"Watsco, Inc.",614 Northwestern Lane,Erie
United States,US,FL,Florida,"China Fund, Inc. (The)",81 Butternut Drive,Russell
United States,US,FL,Florida,Boyd Gaming Corporation,9 Melby Court,Schurz
United States,US,MD,Maryland,"Tortoise Energy Independence Fund, Inc.",2 5th Terrace,Forest Dale
United States,US,KS,Kansas,"Thor Industries, Inc.",53327 Beilfuss Place,American
United States,US,NC,North Carolina,"The Hain Celestial Group, Inc.",73149 Vera Junction,Northridge
United States,US,FL,Florida,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,8 Pepper Wood Center,Claremont
United States,US,TX,Texas,"Juniper Pharmaceuticals, Inc.",30051 Ryan Terrace,Becker
United States,US,WI,Wisconsin,Equity Residential,38 International Way,Twin Pines
United States,US,AL,Alabama,"PDF Solutions, Inc.",441 Lukken Crossing,Corscot
United States,US,MO,Missouri,"Banc of California, Inc.",96995 Karstens Drive,New Castle
United States,US,TX,Texas,"Lawson Products, Inc.",34825 Springs Center,Lunder
United States,US,IL,Illinois,"Analog Devices, Inc.",53 Hanover Center,Russell
United States,US,KS,Kansas,"Shell Midstream Partners, L.P.",6108 Mallory Point,Maple
United States,US,TX,Texas,Signature Bank,0184 4th Trail,Fallview
United States,US,CA,California,MicroStrategy Incorporated,32475 Luster Place,Longview
United States,US,FL,Florida,Nomad Foods Limited,650 Homewood Pass,Mayer
United States,US,TX,Texas,PowerShares Nasdaq Internet Portfolio,337 Summer Ridge Junction,Toban
United States,US,NC,North Carolina,Ball Corporation,0575 Forest Alley,Hanover
United States,US,DC,District of Columbia,M III Acquisition Corp.,9 4th Drive,Stephen
United States,US,WI,Wisconsin,Blackrock Municipal Income Quality Trust,5 Hoard Avenue,Bartelt
United States,US,MN,Minnesota,"Extraction Oil & Gas, Inc.",422 Pepper Wood Center,Manley
United States,US,CT,Connecticut,"HV Bancorp, Inc.",712 Bay Junction,Hintze
United States,US,NC,North Carolina,"Reinsurance Group of America, Incorporated",01 Goodland Point,Sugar
United States,US,DC,District of Columbia,CoreSite Realty Corporation,26898 Ilene Parkway,Kenwood
United States,US,WA,Washington,VanEck Vectors Pharmaceutical ETF,45974 Sutteridge Pass,Cody
United States,US,UT,Utah,Liberty All-Star Equity Fund,99695 Michigan Crossing,Schurz
United States,US,OR,Oregon,Tuniu Corporation,9 Vidon Plaza,Donald
United States,US,NV,Nevada,Kimco Realty Corporation,00 Basil Park,David
United States,US,VA,Virginia,OFG Bancorp,6745 Melrose Hill,Loftsgordon
United States,US,MA,Massachusetts,Seaspan Corporation,01 Nova Junction,Ruskin
United States,US,TX,Texas,Comcast Corporation,1112 Doe Crossing Pass,Clemons
United States,US,FL,Florida,Valvoline Inc.,8737 La Follette Avenue,Village
United States,US,CA,California,"Salem Media Group, Inc.",59 Alpine Avenue,Iowa
United States,US,FL,Florida,"MEI Pharma, Inc.",8968 Luster Drive,1st
United States,US,NC,North Carolina,La Jolla Pharmaceutical Company,6 Graceland Plaza,Mendota
United States,US,IN,Indiana,"Allete, Inc.",9 Luster Point,Stang
United States,US,OH,Ohio,Rosehill Resources Inc.,34 Bluestem Drive,Farragut
United States,US,CA,California,Government Properties Income Trust,8163 Cardinal Drive,Heath
United States,US,VA,Virginia,Government Properties Income Trust,73296 Dwight Circle,Dapin
United States,US,FL,Florida,"Insys Therapeutics, Inc.",14516 Sage Way,Towne
United States,US,DC,District of Columbia,IQ Chaikin U.S. Small Cap ETF,4699 Iowa Alley,Dorton
United States,US,OH,Ohio,"Editas Medicine, Inc.",3552 Forest Run Alley,Mariners Cove
United States,US,CA,California,DTE Energy Company,667 Veith Terrace,Manufacturers
United States,US,FL,Florida,"Carolina Trust BancShares, Inc.",362 Fairfield Place,Vahlen
United States,US,IL,Illinois,First Trust Specialty Finance and Financial Opportunities Fund,6676 Graedel Alley,Chive
United States,US,FL,Florida,Container Store (The),525 Kings Park,Saint Paul
United States,US,TN,Tennessee,"Diversified Restaurant Holdings, Inc.",9161 Bultman Crossing,Eagle Crest
United States,US,CA,California,"Perma-Fix Environmental Services, Inc.",733 Nancy Hill,Vernon
United States,US,CA,California,"Southern First Bancshares, Inc.",2 Iowa Junction,Center
United States,US,DC,District of Columbia,Sears Canada Inc. ,6 Nancy Park,Corscot
United States,US,MD,Maryland,First Trust Switzerland AlphaDEX Fund,968 Havey Lane,Crownhardt
United States,US,IN,Indiana,"ICU Medical, Inc.",414 6th Avenue,Clove
United States,US,PA,Pennsylvania,Entegra Financial Corp.,3 Sunnyside Trail,Fair Oaks
United States,US,TX,Texas,"Tabula Rasa HealthCare, Inc.",0 Buena Vista Road,Northland
United States,US,MI,Michigan,AllianzGI Equity & Convertible Income Fund,44244 Glacier Hill Road,Corry
United States,US,SC,South Carolina,Ecolab Inc.,7 Crownhardt Terrace,Browning
United States,US,CA,California,"Calix, Inc",80035 Summer Ridge Place,Boyd
United States,US,NY,New York,Check-Cap Ltd.,574 Scoville Road,Hanover
United States,US,CT,Connecticut,"Applied Materials, Inc.",66 Dwight Road,Crowley
United States,US,MT,Montana,Sanchez Energy Corporation,409 Jana Street,Pierstorff
United States,US,MD,Maryland,"Royce Micro-Cap Trust, Inc.",6 Riverside Junction,Roth
United States,US,KS,Kansas,Ryanair Holdings plc,9083 Sutherland Hill,Buell
United States,US,CA,California,Aptevo Therapeutics Inc.,94423 Armistice Plaza,Chive
United States,US,TX,Texas,VALE S.A.,128 7th Pass,Trailsway
United States,US,FL,Florida,OM Asset Management plc,05 Independence Terrace,Eliot
United States,US,TX,Texas,iPath US Treasury Flattener ETN,8 Nancy Circle,Moland
United States,US,IL,Illinois,CombiMatrix Corporation,11 Melby Trail,Elmside
United States,US,TX,Texas,"AxoGen, Inc.",1 Autumn Leaf Crossing,Michigan
United States,US,VA,Virginia,"YRC Worldwide, Inc.",31668 Carey Pass,Kings
United States,US,TX,Texas,"Palo Alto Networks, Inc.",820 Arrowood Drive,Oak Valley
United States,US,SC,South Carolina,"Select Energy Services, Inc.",1261 Bashford Terrace,Hanson
United States,US,MN,Minnesota,"Proto Labs, Inc.",92801 Fair Oaks Trail,Talisman
United States,US,CA,California,iPath US Treasury Steepener ETN,72406 Mariners Cove Court,Gateway
United States,US,CA,California,"Orchid Island Capital, Inc.",8 David Plaza,Basil
United States,US,LA,Louisiana,Orix Corp Ads,04117 Clyde Gallagher Hill,Blue Bill Park
United States,US,KS,Kansas,"PC Connection, Inc.",2974 Summit Avenue,Dakota
United States,US,WI,Wisconsin,Cathay General Bancorp,7 Dwight Junction,Maywood
United States,US,TX,Texas,Mesa Royalty Trust,711 Dovetail Road,Scofield
United States,US,NV,Nevada,iStar Financial Inc.,68814 8th Circle,6th
United States,US,NY,New York,"Henry Schein, Inc.",5 Bartillon Crossing,Anderson
United States,US,IN,Indiana,"Century Casinos, Inc.",0 Havey Circle,Sauthoff
United States,US,LA,Louisiana,Asbury Automotive Group Inc,009 David Street,Hayes
United States,US,IL,Illinois,"Argo Group International Holdings, Ltd.",967 Birchwood Terrace,Clyde Gallagher
United States,US,TX,Texas,Tuniu Corporation,39928 Autumn Leaf Drive,Michigan
United States,US,MA,Massachusetts,"SandRidge Energy, Inc.",27253 Village Green Place,Corry
United States,US,CA,California,"Simon Property Group, Inc.",6766 Porter Court,Bluejay
United States,US,OH,Ohio,"Superior Industries International, Inc.",0 Glacier Hill Way,Cambridge
United States,US,DC,District of Columbia,"Akoustis Technologies, Inc.",674 Ilene Park,Hanover
United States,US,WV,West Virginia,Stellar Acquisition III Inc.,1 Service Junction,Farmco
United States,US,OH,Ohio,"EnLink Midstream Partners, LP",880 Old Gate Place,Lerdahl
United States,US,FL,Florida,First Horizon National Corporation,146 Hallows Terrace,Fuller
United States,US,TX,Texas,Valero Energy Partners LP,4 Pierstorff Parkway,Little Fleur
United States,US,WA,Washington,"Hallmark Financial Services, Inc.",88 Artisan Park,Blaine
United States,US,CA,California,"Omnicell, Inc.",2294 3rd Terrace,Center
United States,US,MA,Massachusetts,"Provident Financial Services, Inc",7 Moland Circle,Buena Vista
United States,US,CA,California,"MINDBODY, Inc.",3891 Delladonna Way,Sachtjen
United States,US,NC,North Carolina,M&T Bank Corporation,76780 Randy Avenue,Rowland
United States,US,WV,West Virginia,Cresud S.A.C.I.F. y A.,3 Kennedy Alley,Helena
United States,US,AZ,Arizona,BOK Financial Corporation,7 Kingsford Place,Delaware
United States,US,CA,California,"Cleveland BioLabs, Inc.",77 Randy Parkway,Buena Vista
United States,US,TX,Texas,"Novavax, Inc.",256 Elka Drive,Atwood
United States,US,NV,Nevada,CrossAmerica Partners LP,408 Glendale Drive,5th
United States,US,AZ,Arizona,"VeriSign, Inc.",07530 Russell Trail,Paget
United States,US,FL,Florida,China Unicom (Hong Kong) Ltd,082 Kennedy Circle,Westerfield
United States,US,SC,South Carolina,Pan American Silver Corp.,9 Redwing Drive,Barnett
United States,US,KS,Kansas,Invesco California Value Municipal Income Trust,833 7th Street,Grayhawk
United States,US,WV,West Virginia,"Cross Country Healthcare, Inc.",5 Gateway Crossing,Center
United States,US,TX,Texas,Foresight Energy LP,42841 Dakota Center,Carpenter
United States,US,DC,District of Columbia,Archer-Daniels-Midland Company,9732 Magdeline Center,Hagan
United States,US,CA,California,Marriott International,4368 Novick Pass,Carey
United States,US,AL,Alabama,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,7575 Vernon Trail,Melvin
United States,US,VA,Virginia,E*TRADE Financial Corporation,72 Mallard Crossing,Rockefeller
United States,US,TN,Tennessee,OHA Investment Corporation,65 Crownhardt Trail,Arkansas
United States,US,ID,Idaho,TriplePoint Venture Growth BDC Corp.,19 Northwestern Terrace,Ronald Regan
United States,US,AL,Alabama,"Henry Schein, Inc.",14 Schlimgen Pass,Spaight
United States,US,CA,California,"Franklin Financial Network, Inc.",339 Esker Hill,Heath
United States,US,TX,Texas,iStar Financial Inc.,04754 Texas Point,Sundown
United States,US,MA,Massachusetts,Harmony Merger Corp.,4454 Clove Trail,Fairfield
United States,US,WV,West Virginia,"Rennova Health, Inc.",83523 Barnett Lane,Springview
United States,US,VA,Virginia,"Organovo Holdings, Inc.",48 Ilene Road,Utah
United States,US,OR,Oregon,"Valeritas Holdings, Inc.",339 Killdeer Circle,Barnett
United States,US,CA,California,"BMC Stock Holdings, Inc.",39021 Del Mar Lane,Gale
United States,US,NY,New York,"Liberty Expedia Holdings, Inc.",21 Leroy Pass,Birchwood
United States,US,OK,Oklahoma,Banco De Chile,594 Express Park,Stang
United States,US,FL,Florida,Fortive Corporation,4 Old Shore Crossing,Ronald Regan
United States,US,IL,Illinois,"DWS High Income Opportunities Fund, Inc.",4515 Fulton Crossing,Birchwood
United States,US,CA,California,"Broadwind Energy, Inc.",5856 Ohio Avenue,Portage
United States,US,TX,Texas,Southern California Edison Company,24 Nobel Junction,Grayhawk
United States,US,NY,New York,"Vermillion, Inc.",113 Walton Plaza,Calypso
United States,US,IA,Iowa,Emclaire Financial Corp,7857 5th Junction,Bartillon
United States,US,NC,North Carolina,"Blackhawk Network Holdings, Inc.",93849 Butterfield Point,Chinook
United States,US,NC,North Carolina,"Corium International, Inc.",64305 Delladonna Alley,4th
United States,US,KS,Kansas,Berkshire Hathaway Inc.,13855 Mandrake Crossing,Arapahoe
United States,US,MN,Minnesota,Sprint Corporation,63 Longview Place,Laurel
United States,US,TX,Texas,Logitech International S.A.,23345 Springview Terrace,Logan
United States,US,WA,Washington,"B. Riley Financial, Inc.",24 Russell Crossing,Warrior
United States,US,TX,Texas,"World Wrestling Entertainment, Inc.",2 John Wall Trail,Brown
United States,US,VA,Virginia,"PolarityTE, Inc.",9 Ruskin Street,Merchant
United States,US,OH,Ohio,"Remark Holdings, Inc.",9339 Arrowood Parkway,Ilene
United States,US,VA,Virginia,Nustar Energy L.P.,84766 Fairfield Lane,Swallow
United States,US,CA,California,Global X FinTech ETF,1521 Amoth Circle,Mariners Cove
United States,US,NY,New York,Dynasil Corporation of America,17 Trailsway Drive,Johnson
United States,US,HI,Hawaii,"Interface, Inc.",9 Sunnyside Point,Thompson
United States,US,KY,Kentucky,Star Bulk Carriers Corp.,1 Elmside Trail,Darwin
United States,US,OK,Oklahoma,"Thermon Group Holdings, Inc.",1224 Waywood Avenue,Buena Vista
United States,US,FL,Florida,"United Dominion Realty Trust, Inc.",3267 Toban Trail,Bartillon
United States,US,PA,Pennsylvania,Capstone Turbine Corporation,46 Ridgeview Point,Drewry
United States,US,OK,Oklahoma,"Liberty Tax, Inc.",35861 Lyons Hill,Division
United States,US,FL,Florida,Sotherly Hotels LP,60964 Namekagon Place,Onsgard
United States,US,AL,Alabama,Farmers Capital Bank Corporation,496 Carey Terrace,Ridgeview
United States,US,OR,Oregon,Atento S.A.,12 Kim Point,Moulton
United States,US,MI,Michigan,iShares MSCI New Zealand Capped ETF,180 Dawn Place,Green Ridge
United States,US,KS,Kansas,Matlin & Partners Acquisition Corporation,642 Briar Crest Road,Morning
United States,US,ID,Idaho,PowerShares Variable Rate Investment Grade Portfolio,8031 Westerfield Hill,Old Gate
United States,US,AL,Alabama,"Heron Therapeutics, Inc.  ",5718 Garrison Park,Moland
United States,US,TN,Tennessee,MFS Intermediate Income Trust,8460 Muir Trail,Welch
United States,US,NY,New York,Blackstone GSO Long Short Credit Income Fund,17202 Chive Street,Bellgrove
United States,US,NC,North Carolina,"Dynex Capital, Inc.",6 Blaine Center,Calypso
United States,US,IA,Iowa,"Super Micro Computer, Inc.",2018 Esch Trail,Truax
United States,US,NY,New York,"CommerceHub, Inc.",5120 Village Green Hill,Hudson
United States,US,WI,Wisconsin,Southern Company (The),24347 Summit Trail,Sauthoff
United States,US,WI,Wisconsin,Splunk Inc.,01976 Mallard Trail,Daystar
United States,US,CA,California,"SeaChange International, Inc.",40253 Corry Parkway,Linden
United States,US,MI,Michigan,Seaspan Corporation,2 Eggendart Crossing,Loomis
United States,US,AZ,Arizona,"Paycom Software, Inc.",58651 Manley Place,Crownhardt
United States,US,DC,District of Columbia,Walt Disney Company (The),873 Lyons Terrace,Eastlawn
United States,US,GA,Georgia,PIMCO Dynamic Credit and Mortgage Income Fund,67401 Jana Terrace,Sundown
United States,US,MI,Michigan,"Town Sports International Holdings, Inc.",06 Emmet Circle,Golden Leaf
United States,US,CA,California,Motif Bio plc,9 Nevada Hill,Arizona
United States,US,FL,Florida,Hess Corporation,636 Talmadge Way,Pond
